SMILES,pCHEMBL,Molecular Weight,logP,Data
CC(=O)N(C(C)=O)c1ccc(CNC(=O)c2cnc3nc(C)ccc3c2O)cc1,5.78,392.42,2.47,CC(=O)N(C(C)=O)c1ccc(CNC(=O)c2cnc3nc(C)ccc3c2O)cc1
Cc1ccc2c(NN)c(Cc3ccccc3)cnc2n1,6.14,264.33,2.81,Cc1ccc2c(NN)c(Cc3ccccc3)cnc2n1
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(OCC)cc3)nn12,5.42,336.4,3.41,CCCCc1nc2[nH]cnc2c2nc(-c3ccc(OCC)cc3)nn12
COC12CCC3(CC1CNC(=O)C1=CNC4C=CC=CC14)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,9.96,541.69,3.33,COC12CCC3(CC1CNC(=O)C1=CNC4C=CC=CC14)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
COCOC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,9.4,434.49,3.06,COCOC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O
CC(=O)Nc1cc(-c2cc(N3CCOCC3)ccn2)nc(-n2nc(C)cc2C)n1,7.06,393.45,2.14,CC(=O)Nc1cc(-c2cc(N3CCOCC3)ccn2)nc(-n2nc(C)cc2C)n1
COC12CCC3(CC1COCc1cc4ccccc4s1)C1Cc4ccc(OCCO)c5c4C3(CCN1CC1CC1)C2O5,8.12,587.78,5.71,COC12CCC3(CC1COCc1cc4ccccc4s1)C1Cc4ccc(OCCO)c5c4C3(CCN1CC1CC1)C2O5
O=c1c(-c2cccc([N+](=O)[O-])c2)cccn1C(CN1CCCC1)c1ccccc1,8.66,389.46,4.11,O=c1c(-c2cccc([N+](=O)[O-])c2)cccn1C(CN1CCCC1)c1ccccc1
CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,6.58,304.39,2.36,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O
c1ccc(-c2nc(-c3ccccc3)c3nc(C4CCCC4)nc-3[nH]2)cc1,7.26,340.43,5.30,c1ccc(-c2nc(-c3ccccc3)c3nc(C4CCCC4)nc-3[nH]2)cc1
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,6.43,369.34,4.4,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(CS(=O)(=O)N5CCCC5)cc4)cc3)cc2n(CCC)c1=O,7.28,607.73,3.92,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(CS(=O)(=O)N5CCCC5)cc4)cc3)cc2n(CCC)c1=O
CC1(C)C2CCC(CCN3C4CCCC3CC(n3c(=O)c(N5CCC5C(=O)O)nc5ccccc53)C4)C1C2,6.56,518.7,5.08,CC1(C)C2CCC(CCN3C4CCCC3CC(n3c(=O)c(N5CCC5C(=O)O)nc5ccccc53)C4)C1C2
CN1CCC23c4c5ccc(O)c4OC2c2ncc(-c4ccc(Cl)cc4)cc2CC3(OCCCc2ccccc2)C1C5,8.81,565.11,6.68,CN1CCC23c4c5ccc(O)c4OC2c2ncc(-c4ccc(Cl)cc4)cc2CC3(OCCCc2ccccc2)C1C5
CCC(C)(C(=O)NC1CCCC1)N(Cc1ccco1)C(=O)c1ccccn1,4.94,369.47,3.54,CCC(C)(C(=O)NC1CCCC1)N(Cc1ccco1)C(=O)c1ccccn1
C[C@]1(O)C(n2cnc3c(N)nc(Cl)nc32)O[C@H](CO)[C@H]1O,5.31,315.72,-0.94,C[C@]1(O)C(n2cnc3c(N)nc(Cl)nc32)O[C@H](CO)[C@H]1O
COc1ccc(N2CCN(CCCNC(=O)Cn3c(=O)c4cccn4c4c(C)ccnc43)CC2)cc1,6.92,488.59,2.29,COc1ccc(N2CCN(CCCNC(=O)Cn3c(=O)c4cccn4c4c(C)ccnc43)CC2)cc1
COc1cc(C=C2SC(=S)N(NC(=O)c3ccc(O)c(OC)c3)C2=O)ccc1O,4.83,432.48,2.66,COc1cc(C=C2SC(=S)N(NC(=O)c3ccc(O)c(OC)c3)C2=O)ccc1O
CC(C)CCNCCN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O,7.09,502.75,5.58,CC(C)CCNCCN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O
CCCn1c(=O)c2nc(-c3cnn(Cc4ccc(Cl)cc4)c3)[nH]c2n(CCC)c1=O,7.06,426.91,3.27,CCCn1c(=O)c2nc(-c3cnn(Cc4ccc(Cl)cc4)c3)[nH]c2n(CCC)c1=O
O=C(Nc1ccc(-c2ccncc2F)c(-c2ccco2)n1)C1CC1,6.82,323.33,3.89,O=C(Nc1ccc(-c2ccncc2F)c(-c2ccco2)n1)C1CC1
CN(C(=O)Cc1cccc(CN)c1)C(CN1CCCC1)c1ccccc1,7.82,351.49,2.98,CN(C(=O)Cc1cccc(CN)c1)C(CN1CCCC1)c1ccccc1
CC(C)(C)C1CCC(N2CCC3(CC2)C(=O)N(Cc2ccccc2)Cc2cc(F)ccc23)CC1,5.96,462.65,6.31,CC(C)(C)C1CCC(N2CCC3(CC2)C(=O)N(Cc2ccccc2)Cc2cc(F)ccc23)CC1
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,7.16,499.53,-0.16,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O
Cc1ccc2c(NC3CCCCC3)cc(-c3ccccc3)nc2n1,6.08,317.44,5.35,Cc1ccc2c(NC3CCCCC3)cc(-c3ccccc3)nc2n1
C=CCN1CC(C)N(C(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(O)c2)CC1C,6.89,435.61,4.54,C=CCN1CC(C)N(C(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(O)c2)CC1C
Cc1ccc(C(=O)c2nc(NCCc3cccnc3)nc3ccsc23)s1,6.75,380.5,4.34,Cc1ccc(C(=O)c2nc(NCCc3cccnc3)nc3ccsc23)s1
Cc1ccc2c(O)cc(-c3ccccc3F)nc2n1,6.33,254.26,3.45,Cc1ccc2c(O)cc(-c3ccccc3F)nc2n1
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(C=Cc3ccoc3)CC12C,5.86,458.51,3.34,COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(C=Cc3ccoc3)CC12C
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)nc2n(CCC)c1=O,6.3,486.53,3.26,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)nc2n(CCC)c1=O
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,8.66,285.43,3.88,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C
C=CCN(CC=C)CCc1c[nH]c2ccc(C)cc12,5.91,254.38,3.69,C=CCN(CC=C)CCc1c[nH]c2ccc(C)cc12
COC12CCC3(CC1C(C)(O)CCC(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,9.8,481.68,4.8,COC12CCC3(CC1C(C)(O)CCC(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
NCc1ccccc1C1(O)CCN(C(c2ccccc2F)c2ccccc2F)CC1,6.94,408.49,4.5,NCc1ccccc1C1(O)CCN(C(c2ccccc2F)c2ccccc2F)CC1
CCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,7.0,432.44,3.80,CCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1
c1ccc(CCN(CCc2ccccc2)CC2CCC2)cc1,6.45,293.45,4.57,c1ccc(CCN(CCc2ccccc2)CC2CCC2)cc1
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccncc5)cc4)cc3C1(C)CCN2CC1CC1,8.3,479.67,5.66,CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccncc5)cc4)cc3C1(C)CCN2CC1CC1
CCCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1,6.95,432.44,3.80,CCCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1
FCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,6.04,311.4,4.22,FCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21
COc1ccc(N2CCN(CCCCNC(=O)Cn3c(=O)c4cccn4c4c(C)ccnc43)CC2)cc1,5.8,502.62,2.68,COc1ccc(N2CCN(CCCCNC(=O)Cn3c(=O)c4cccn4c4c(C)ccnc43)CC2)cc1
Nc1nc2c(cnn2Cc2ccc(OCc3ccccc3)cc2)c2nc(-c3ccco3)nn12,6.3,437.46,3.94,Nc1nc2c(cnn2Cc2ccc(OCc3ccccc3)cc2)c2nc(-c3ccco3)nn12
CC(=O)Nc1cc(-c2cc(F)cc(OC3CCN(C)C3)c2)nc(-n2nc(C)cc2C)n1,9.0,424.48,3.13,CC(=O)Nc1cc(-c2cc(F)cc(OC3CCN(C)C3)c2)nc(-n2nc(C)cc2C)n1
Nc1nc(NCCCNC(=O)c2ccc(S(=O)(=O)F)cc2)nc2nc(-c3ccco3)nn12,8.99,460.45,1.25,Nc1nc(NCCCNC(=O)c2ccc(S(=O)(=O)F)cc2)nc2nc(-c3ccco3)nn12
COc1cc(C=Cc2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])ccc1O,4.72,405.5,3.01,COc1cc(C=Cc2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])ccc1O
CN(C(=O)C=Cc1ccoc1)C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,9.64,476.57,3.09,CN(C(=O)C=Cc1ccoc1)C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
CCCc1nc2[nH]c(-c3ccccc3)nc(-c3ccccc3)c-2n1,6.78,314.39,4.59,CCCc1nc2[nH]c(-c3ccccc3)nc(-c3ccccc3)c-2n1
CN1CCC23c4c5ccc(O)c4OC2c2[nH]c4ccccc4c2CC3(NCCCc2ccccc2)C1C5,7.57,491.64,5.02,CN1CCC23c4c5ccc(O)c4OC2c2[nH]c4ccccc4c2CC3(NCCCc2ccccc2)C1C5
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,6.32,285.34,1.2,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
CCCCC#Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,8.24,347.38,-0.44,CCCCC#Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
Nc1nc2ccccc2n2c(=O)c(-c3ccc(Cl)cc3)nn12,6.31,311.73,2.24,Nc1nc2ccccc2n2c(=O)c(-c3ccc(Cl)cc3)nn12
NC(=O)c1ccc2c(c1)CCCN2c1ccc(CNCCC2=CCCCC2)cc1,6.5,389.54,4.85,NC(=O)c1ccc2c(c1)CCCN2c1ccc(CNCCC2=CCCCC2)cc1
O=C(O)c1nc2ccccc2n(C2CC3COCC(C2)N3C2CCCCCCC2)c1=O,5.22,425.53,3.61,O=C(O)c1nc2ccccc2n(C2CC3COCC(C2)N3C2CCCCCCC2)c1=O
COC12CCC3(CC1C(O)c1ccccc1)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,8.36,473.61,4.35,COC12CCC3(CC1C(O)c1ccccc1)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
Nc1nc2c(cnn2CCc2ccc(S(=O)(=O)O)cc2)c2nc(-c3ccco3)nn12,7.0,425.43,1.81,Nc1nc2c(cnn2CCc2ccc(S(=O)(=O)O)cc2)c2nc(-c3ccco3)nn12
CCCNc1nc2cc3c(cc2s1)CC1C2CCCCC32CCN1CCCF,8.24,401.6,5.54,CCCNc1nc2cc3c(cc2s1)CC1C2CCCCC32CCN1CCCF
CCOC(=O)CC1CC2(O)C3Cc4ccc(OC)cc4C2(CCN3CC2CC2)CC1=O,5.29,427.54,2.64,CCOC(=O)CC1CC2(O)C3Cc4ccc(OC)cc4C2(CCN3CC2CC2)CC1=O
CN(CC(=O)N(C)C(CN1CCCC1)c1ccccc1)c1ccc(Cl)c(Cl)c1,8.4,420.38,4.73,CN(CC(=O)N(C)C(CN1CCCC1)c1ccccc1)c1ccc(Cl)c(Cl)c1
COC(=O)C1CC(O[Si](C)(C)C)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,5.79,462.62,,COC(=O)C1CC(O[Si](C)(C)C)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
C[C@H](NC(=O)n1cnc2c(-c3ccco3)nc(N)nc21)c1ccccc1,8.7,348.37,2.99,C[C@H](NC(=O)n1cnc2c(-c3ccco3)nc(N)nc21)c1ccccc1
CC(O)CNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.87,313.32,1.06,CC(O)CNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12
O=C1C2CCCC1(c1cccc(O)c1)CCN2CCc1ccccc1,5.42,335.45,3.7,O=C1C2CCCC1(c1cccc(O)c1)CCN2CCc1ccccc1
O=C(Cc1ccc(Cl)c(Cl)c1)N1CC2CCC(N3CCCC3)C1CN2Cc1ccccc1,5.82,472.46,4.88,O=C(Cc1ccc(Cl)c(Cl)c1)N1CC2CCC(N3CCCC3)C1CN2Cc1ccccc1
Nc1nc(N/N=C/C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.57,391.43,0.00,Nc1nc(N/N=C/C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
CCc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(CC)Cc3ccccc3)cc2)cc1,4.84,479.65,3.98,CCc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(CC)Cc3ccccc3)cc2)cc1
S/C(Cc1ccccc1)=N\N=C\c1cnc2ccccc2c1,5.7,305.41,4.14,S/C(Cc1ccccc1)=N\N=C\c1cnc2ccccc2c1
O=C(O)CN(CCNc1nc2ccccc2n(C2CC3CCC(C2)N3C2CCCCCCC2)c1=O)CC(=O)O,5.48,539.68,3.56,O=C(O)CN(CCNc1nc2ccccc2n(C2CC3CCC(C2)N3C2CCCCCCC2)c1=O)CC(=O)O
O=C1CCC2(NCCC=Cc3ccc(Cl)cc3)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,8.43,505.06,4.88,O=C1CCC2(NCCC=Cc3ccc(Cl)cc3)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
CC(C)Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,6.52,396.43,2.13,CC(C)Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O
Cn1c(=O)c2[nH]c(-c3cccc(OCCN4CCCCC4)c3)nc2n(C)c1=O,6.1,383.45,1.49,Cn1c(=O)c2[nH]c(-c3cccc(OCCN4CCCCC4)c3)nc2n(C)c1=O
C=C1CCN(CC2CCCCN2C(=O)Cc2ccc(Cl)c(Cl)c2)C1,7.54,367.32,4.18,C=C1CCN(CC2CCCCN2C(=O)Cc2ccc(Cl)c(Cl)c2)C1
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1cnc2ccccc2c1,8.74,497.6,3.3,O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1cnc2ccccc2c1
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)N1CCC(N2CCCC2C(=O)O)CC1,9.82,733.95,1.97,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)N1CCC(N2CCCC2C(=O)O)CC1
COC1C=CC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,6.93,299.37,1.85,COC1C=CC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5
O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(Cl)cc3)nn12,5.51,507.99,5.22,O=C(Cc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(Cl)cc3)nn12
CCN1CCC23c4c5ccc(O)c4OC2c2nc4ccccc4cc2CC3(O)C1C5.Cl,6.32,436.94,3.25,CCN1CCC23c4c5ccc(O)c4OC2c2nc4ccccc4cc2CC3(O)C1C5.Cl
Cc1c(C(=O)NCC(c2ccco2)N2CCCC2)oc2ccc(Cl)cc12,6.28,372.85,4.55,Cc1c(C(=O)NCC(c2ccco2)N2CCCC2)oc2ccc(Cl)cc12
Cc1ccc2nc(NC(=O)c3ccccn3)sc2c1,5.53,269.33,3.25,Cc1ccc2nc(NC(=O)c3ccccn3)sc2c1
COc1cc(OC)cc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1,9.7,367.41,2.92,COc1cc(OC)cc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1
O=C1C(c2ccc(Cl)c(Cl)c2)CC=CCN1C(CN1CCC(O)C1)c1ccccc1,9.7,445.39,4.67,O=C1C(c2ccc(Cl)c(Cl)c2)CC=CCN1C(CN1CCC(O)C1)c1ccccc1
CCN(C)C(=O)c1cnc2c(c1)nc(NC(=O)c1cccc(C#N)c1)n2CCCOC,7.6,420.47,2.68,CCN(C)C(=O)c1cnc2c(c1)nc(NC(=O)c1cccc(C#N)c1)n2CCCOC
O=C(NN=C(c1ccccc1)c1cccnc1)c1cccc(F)c1,4.88,319.34,3.4,O=C(NN=C(c1ccccc1)c1cccnc1)c1cccc(F)c1
CCCn1c(=O)c2nc(-c3ccc(/C=C/C(=O)O)cc3)[nH]c2n(CCC)c1=O,6.72,382.42,2.47,CCCn1c(=O)c2nc(-c3ccc(/C=C/C(=O)O)cc3)[nH]c2n(CCC)c1=O
CCCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CCCOC)c1=O,6.47,342.4,2.00,CCCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CCCOC)c1=O
Cc1cc(O)cc(C)c1CC(N)C(=O)N1CCC(CCCc2ccccc2)CC1,6.96,394.56,4.14,Cc1cc(O)cc(C)c1CC(N)C(=O)N1CCC(CCCc2ccccc2)CC1
CCCn1c(=O)c2[nH]c(-c3ccc[nH]3)nc2n(CCCOC)c1=O,6.4,331.38,1.33,CCCn1c(=O)c2[nH]c(-c3ccc[nH]3)nc2n(CCCOC)c1=O
CC(C)N(CCNC(=O)c1ccc(CNS(=O)(=O)c2ccc3ccccc3c2)cc1)Cc1ccccc1,6.8,515.68,4.96,CC(C)N(CCNC(=O)c1ccc(CNS(=O)(=O)c2ccc3ccccc3c2)cc1)Cc1ccccc1
COc1cc(CC(=O)N(C)C(CN2CCCC2)c2ccccc2)c(S(=O)(=O)N2CCN(C)CC2)cc1OC,9.41,544.72,2.48,COc1cc(CC(=O)N(C)C(CN2CCCC2)c2ccccc2)c(S(=O)(=O)N2CCN(C)CC2)cc1OC
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,8.35,327.38,1.3,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
CC(CCCCCCC(C)C(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3)C(=O)O,8.31,523.76,7.15,CC(CCCCCCC(C)C(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3)C(=O)O
CCCn1c(=O)c2nc([C@]34CC[C@](C=O)(CC3)CC4)[nH]c2n(CCC)c1=O,6.1,372.47,2.50,CCCn1c(=O)c2nc([C@]34CC[C@](C=O)(CC3)CC4)[nH]c2n(CCC)c1=O
Cc1cc(C)cc(-c2nnc(N)nc2-c2ccccc2)c1,7.67,276.34,3.40,Cc1cc(C)cc(-c2nnc(N)nc2-c2ccccc2)c1
CN1CCN(C(=O)N2CCC(c3ccccc3)(c3nccn3Cc3ccccc3)CC2)CC1,6.07,443.6,3.68,CN1CCN(C(=O)N2CCC(c3ccccc3)(c3nccn3Cc3ccccc3)CC2)CC1
Nc1nc(-c2ccco2)nc2sc(CN3CCCC(F)(F)C3)cc12,8.18,350.39,3.76,Nc1nc(-c2ccco2)nc2sc(CN3CCCC(F)(F)C3)cc12
COc1ccc(NC(=O)Nc2nc3nn(CCCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1,7.0,508.54,5.02,COc1ccc(NC(=O)Nc2nc3nn(CCCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1
Nc1nc(-c2ccccc2)cn2c(=O)n(-c3ccc(O)cc3)nc12,6.86,319.32,1.83,Nc1nc(-c2ccccc2)cn2c(=O)n(-c3ccc(O)cc3)nc12
CCC(=O)Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccc3c(c2)OCO3)n1,5.59,391.38,3.62,CCC(=O)Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccc3c(c2)OCO3)n1
CN(C(=O)CNc1ccccc1CNS(C)(=O)=O)C(CN1CCC(O)C1)c1ccccc1,9.28,460.6,1.41,CN(C(=O)CNc1ccccc1CNS(C)(=O)=O)C(CN1CCC(O)C1)c1ccccc1
COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(Nc4cccnc4)nc32)c1,6.96,460.44,4.06,COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(Nc4cccnc4)nc32)c1
Cc1ccc(S(=O)(=O)N2CCc3cc(C(=O)NCCN(Cc4ccc(F)cc4)C(C)(C)C)ccc3C2)cc1,6.98,537.7,4.91,Cc1ccc(S(=O)(=O)N2CCc3cc(C(=O)NCCN(Cc4ccc(F)cc4)C(C)(C)C)ccc3C2)cc1
N#Cc1c(-c2ccccc2)nc(N)nc1-c1ccc2c(c1)OCO2,8.28,316.32,2.99,N#Cc1c(-c2ccccc2)nc(N)nc1-c1ccc2c(c1)OCO2
COc1ccc2c3c1OC1C4(OC)CCC5(CC4COCc4ccc(C(=O)NCC(=O)O)cc4)C(C2)N(CC2CC2)CCC315,6.36,602.73,3.95,COc1ccc2c3c1OC1C4(OC)CCC5(CC4COCc4ccc(C(=O)NCC(=O)O)cc4)C(C2)N(CC2CC2)CCC315
CN1CCC2(CCc3ccccc3F)c3cc(O)ccc3OC2C1,5.65,327.4,3.5,CN1CCC2(CCc3ccccc3F)c3cc(O)ccc3OC2C1
CCC12CCN(CC3CC3)CC1Oc1c(O)cccc12,5.0,273.38,2.92,CCC12CCN(CC3CC3)CC1Oc1c(O)cccc12
O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CC1,7.36,306.33,3.15,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CC1
CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,5.14,194.19,-0.18,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21
Nc1c(C(=O)c2ccccc2)oc2ccc(Br)cc12,5.66,316.15,4.01,Nc1c(C(=O)c2ccccc2)oc2ccc(Br)cc12
CN(C(=O)Cc1ccc(C(F)(F)F)cc1)C(CN1CCCC1)c1cccc(N)c1,9.51,405.46,4.13,CN(C(=O)Cc1ccc(C(F)(F)F)cc1)C(CN1CCCC1)c1cccc(N)c1
COC(=O)C1CC(OC(=O)c2ccc([N+](=O)[O-])cc2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.24,539.54,4.2,COC(=O)C1CC(OC(=O)c2ccc([N+](=O)[O-])cc2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
Nc1nc(N2CCN(Cc3cccc(Cl)c3)CC2)nc2nc(-c3ccco3)nn12,7.29,410.87,2.34,Nc1nc(N2CCN(Cc3cccc(Cl)c3)CC2)nc2nc(-c3ccco3)nn12
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N4CCN(c5ccc(OCc6ccccc6)cc5)CC4)nc32)[C@H](O)[C@@H]1O,6.13,574.64,1.07,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N4CCN(c5ccc(OCc6ccccc6)cc5)CC4)nc32)[C@H](O)[C@@H]1O
Nc1nc2c(cnn2CCN2CCc3ncc(C4CC4)cc3C2)c2nc(-c3ccco3)nn12,8.72,441.5,2.65,Nc1nc2c(cnn2CCN2CCc3ncc(C4CC4)cc3C2)c2nc(-c3ccco3)nn12
Cc1cc(O)cc(C)c1CC(N)C(=O)NC1CSCCSC(C)(C)C(C(=O)NC(CO)C(=O)O)NC(=O)C2(Cc3ccccc3C2)NC1=O,5.15,715.9,0.32,Cc1cc(O)cc(C)c1CC(N)C(=O)NC1CSCCSC(C)(C)C(C(=O)NC(CO)C(=O)O)NC(=O)C2(Cc3ccccc3C2)NC1=O
Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)c(F)c2)c1,7.37,436.5,5.81,Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)c(F)c2)c1
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.51,432.47,3.0,COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
CCCCn1cnc2c1c(=O)n(C)c(=O)n2CCC,5.51,264.33,1.11,CCCCn1cnc2c1c(=O)n(C)c(=O)n2CCC
COC12CCC3(CC1CNC(=O)C(C)NC(C)=O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,9.46,509.65,2.26,COC12CCC3(CC1CNC(=O)C(C)NC(C)=O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
O=C(O)CCN1CCC(Cc2nc3ccccc3n2C2CC3CCCC(C2)N3C2CC3CCCCC(C3)C2)C1,6.21,532.77,6.29,O=C(O)CCN1CCC(Cc2nc3ccccc3n2C2CC3CCCC(C2)N3C2CC3CCCCC(C3)C2)C1
CC(C)C(NC(=O)C(=Cc1ccccc1)CN1CCN(c2ccc(Cl)cc2)CC1)C(=O)O,6.04,455.99,3.77,CC(C)C(NC(=O)C(=Cc1ccccc1)CN1CCN(c2ccc(Cl)cc2)CC1)C(=O)O
CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,8.92,271.4,3.33,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1
COC(=O)C1CC(OC(=O)C=Cc2ccc(OC)cc2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.87,550.6,4.7,COC(=O)C1CC(OC(=O)C=Cc2ccc(OC)cc2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
