SMILES,pCHEMBL,Molecular Weight,logP,Data
CN1CCC23Cc4nc(N)sc4CC2C1Cc1ccc(O)cc13,8.66,327.45,2.34,CN1CCC23Cc4nc(N)sc4CC2C1Cc1ccc(O)cc13
CC1CN(c2ncnc3c2c(-c2ccccc2)cn3-c2ccc(F)cc2)CC(C)O1,5.78,402.47,4.84,CC1CN(c2ncnc3c2c(-c2ccccc2)cn3-c2ccc(F)cc2)CC(C)O1
CC(C)CC1CN2C(=NCC2C)N1CCC1CC2CCC1C2,5.64,303.49,3.6,CC(C)CC1CN2C(=NCC2C)N1CCC1CC2CCC1C2
CCOC(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,5.71,357.37,1.17,CCOC(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1
COc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1,5.86,404.39,2.92,COc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1
CCOC(=O)c1cnc(NCCN)n2nc(-c3ccco3)nc12,6.08,316.32,0.93,CCOC(=O)c1cnc(NCCN)n2nc(-c3ccco3)nc12
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(NC)nc32)[C@H](O)[C@]1(C)O,5.4,553.36,0.84,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(NC)nc32)[C@H](O)[C@]1(C)O
Nc1nc(-c2ccco2)c2nnn(Cc3ccco3)c2n1,8.06,282.26,1.70,Nc1nc(-c2ccco2)c2nnn(Cc3ccco3)c2n1
CN1CCN(C(=O)n2nc(-c3cnc4ccc(F)cn34)c3ccc(C(=O)N4CCCCCC4)cc32)CC1,6.54,503.58,3.72,CN1CCN(C(=O)n2nc(-c3cnc4ccc(F)cn34)c3ccc(C(=O)N4CCCCCC4)cc32)CC1
Cc1nc2c(N)nc(NCc3cccs3)nc2s1,6.5,277.38,2.65,Cc1nc2c(N)nc(NCc3cccs3)nc2s1
CN(C(=O)Cc1ccc(C(F)(F)F)cc1)C(CN1CCCC1)c1cccc(OCC(=O)OC(C)(C)C)c1,8.54,520.59,5.26,CN(C(=O)Cc1ccc(C(F)(F)F)cc1)C(CN1CCCC1)c1cccc(OCC(=O)OC(C)(C)C)c1
COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCCC3)CCCC21,7.7,454.4,3.83,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCCC3)CCCC21
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1cccnc1,8.27,447.54,2.15,O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1cccnc1
Nc1nnc(-c2ccc(O)c(Cl)c2)c(-c2ccccc2)n1,9.6,298.73,3.15,Nc1nnc(-c2ccc(O)c(Cl)c2)c(-c2ccccc2)n1
O=C(c1cccs1)c1nc(C(F)(F)F)nc2ccsc12,7.96,314.31,4.00,O=C(c1cccs1)c1nc(C(F)(F)F)nc2ccsc12
CCCN1CCC23c4c5ccc(O)c4OC2c2[nH]c4ccccc4c2CC3(O)C1C5.Cl,7.13,438.96,3.57,CCCN1CCC23c4c5ccc(O)c4OC2c2[nH]c4ccccc4c2CC3(O)C1C5.Cl
O=C(c1ccccn1)N(Cc1cccs1)C1(C(=O)NC2CCCCC2)CCCCC1,6.94,425.6,4.94,O=C(c1ccccn1)N(Cc1cccs1)C1(C(=O)NC2CCCCC2)CCCCC1
C=CCN1CCC(c2ccc(C(=O)N(CC)CC)cc2)(c2cccc(O)c2)CC1,6.46,392.54,4.44,C=CCN1CCC(c2ccc(C(=O)N(CC)CC)cc2)(c2cccc(O)c2)CC1
Oc1cccc(C(O)CNCc2ccc(Cl)cc2Cl)c1,6.78,312.2,3.52,Oc1cccc(C(O)CNCc2ccc(Cl)cc2Cl)c1
CCN(CC)C(=O)c1ccc(N(c2cccc(OC)c2)C2CCN(CCc3ccco3)CC2)cc1,5.15,475.63,5.62,CCN(CC)C(=O)c1ccc(N(c2cccc(OC)c2)C2CCN(CCc3ccco3)CC2)cc1
CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1,6.48,356.51,3.25,CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1
Fc1cc(F)cc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)c1,5.1,384.41,4.55,Fc1cc(F)cc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)c1
CCN[C@@H]1CCN(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)C1,8.42,423.52,2.47,CCN[C@@H]1CCN(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)C1
NC(=O)c1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,6.66,384.48,1.1,NC(=O)c1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314
Nc1nc2ccccc2c2cn(-c3ccc(Cl)cc3)nc12,4.95,294.75,3.81,Nc1nc2ccccc2c2cn(-c3ccc(Cl)cc3)nc12
CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5ccc(Cl)cc5F)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,6.05,510.32,1.88,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5ccc(Cl)cc5F)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1
Cc1cc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)ccc1C(F)(F)F,5.38,430.46,5.6,Cc1cc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)ccc1C(F)(F)F
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCNC(=O)NCc4ccc(CN(CC)CC)cc4)nc32)[C@H](O)[C@@H]1O,8.3,792.94,2.90,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCNC(=O)NCc4ccc(CN(CC)CC)cc4)nc32)[C@H](O)[C@@H]1O
Oc1ccc2c3c1OC1c4c(c5c(n4Cc4ccccc4)CCCC5)CC4(O)C(C2)N(CC2CC2)CCC314,8.2,508.66,4.82,Oc1ccc2c3c1OC1c4c(c5c(n4Cc4ccccc4)CCCC5)CC4(O)C(C2)N(CC2CC2)CCC314
O=C(O)c1nc2ccccc2n(C2CC3CCC(C2)N3C2CCCCCCCCCCC2)c1=O,7.12,465.64,5.94,O=C(O)c1nc2ccccc2n(C2CC3CCC(C2)N3C2CCCCCCCCCCC2)c1=O
COC12CCC3(CC1C(C)(O)c1ccccc1C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,9.8,501.67,4.83,COC12CCC3(CC1C(C)(O)c1ccccc1C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
CCCc1nc2[nH]cnc2c2nc(-c3ccccc3)nn12,6.92,278.32,2.62,CCCc1nc2[nH]cnc2c2nc(-c3ccccc3)nn12
Nc1nc(C#Cc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.44,367.37,-0.58,Nc1nc(C#Cc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
O=C1N(CCCN2CCCC2)CN(c2ccccc2)C12CCN(C(c1ccccc1Cl)c1ccccc1Cl)CC2,7.19,577.6,6.71,O=C1N(CCCN2CCCC2)CN(c2ccccc2)C12CCN(C(c1ccccc1Cl)c1ccccc1Cl)CC2
CCCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,7.1,446.47,4.19,CCCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1
COC(=O)C1CC(OS(=O)(=O)c2ccc(C)cc2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,7.3,544.62,4.15,COC(=O)C1CC(OS(=O)(=O)c2ccc(C)cc2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
Nc1ccc(Nc2nc(-c3ccccc3)nc3c2nnn3Cc2ccccc2)cc1,6.55,393.45,4.26,Nc1ccc(Nc2nc(-c3ccccc3)nc3c2nnn3Cc2ccccc2)cc1
CN(C(=O)C=Cc1ccco1)C1CCC2(O)C3C(O)c4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,9.91,492.57,2.58,CN(C(=O)C=Cc1ccco1)C1CCC2(O)C3C(O)c4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
O=C(O)CN1CCN(c2nc3ccccc3n(C3CC4CCC(C3)N4C3CCCCCCC3)c2=O)CC1,6.66,507.68,3.88,O=C(O)CN1CCN(c2nc3ccccc3n(C3CC4CCC(C3)N4C3CCCCCCC3)c2=O)CC1
c1csc(-c2nc(C3CC3)nc3ccsc23)n1,8.48,259.36,3.69,c1csc(-c2nc(C3CC3)nc3ccsc23)n1
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,8.5,432.47,3.0,COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,5.12,411.51,5.52,CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1
COC(=O)C1CC(O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.81,390.43,2.43,COC(=O)C1CC(O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
COc1cccc(-c2cc(C(=O)NCc3ccccn3)nc(N)n2)c1,7.55,335.37,2.06,COc1cccc(-c2cc(C(=O)NCc3ccccn3)nc(N)n2)c1
O=C(O)c1ccc(S(=O)(=O)N2CCN(C(=O)Cn3c(=O)oc4ccc(Cl)cc43)C(CN3CCCC3)C2)cc1O,5.1,579.03,1.65,O=C(O)c1ccc(S(=O)(=O)N2CCN(C(=O)Cn3c(=O)oc4ccc(Cl)cc43)C(CN3CCCC3)C2)cc1O
Nc1nc(-c2ccco2)c2ncn(Cc3cccc([N+](=O)[O-])c3)c2n1,7.07,336.31,2.62,Nc1nc(-c2ccco2)c2ncn(Cc3cccc([N+](=O)[O-])c3)c2n1
CCNc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.93,425.45,-0.05,CCNc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Nc1nc(-c2ccc(C(F)F)o2)nc2sc(CN3CCC(F)(F)CC3)cc12,6.21,400.4,4.70,Nc1nc(-c2ccc(C(F)F)o2)nc2sc(CN3CCC(F)(F)CC3)cc12
CN1CCN(CC(=O)Nc2cc(-c3nccs3)nc(-c3ccco3)n2)CC1,9.05,384.47,2.05,CN1CCN(CC(=O)Nc2cc(-c3nccs3)nc(-c3ccco3)n2)CC1
CCOC(=O)c1nc(NC(=O)c2ccc(F)cc2)nc2nn(C(C)C)cc12,5.55,371.37,2.98,CCOC(=O)c1nc(NC(=O)c2ccc(F)cc2)nc2nn(C(C)C)cc12
Oc1nc2ccccc2n1CCCNCc1cc2c(cc1Cl)OCO2,6.29,359.81,3.3,Oc1nc2ccccc2n1CCCNCc1cc2c(cc1Cl)OCO2
CCCn1cnc2c(N)nc(NCCCc3ccccc3)nc21,5.04,310.4,2.86,CCCn1cnc2c(N)nc(NCCCc3ccccc3)nc21
c1ccc(Nc2nc3c(N4CCCCC4)ncnc3s2)cc1,6.01,311.41,3.82,c1ccc(Nc2nc3c(N4CCCCC4)ncnc3s2)cc1
Cn1c(=O)c2nc[nH]c2n(C)c1=O,5.1,180.17,-1.04,Cn1c(=O)c2nc[nH]c2n(C)c1=O
CCCCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,7.18,495.34,4.94,CCCCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1
COc1cccc(CNc2ccc3c(c2)C24CCCCC2C(C3)N(CC2CCC2)CC4)c1,8.46,430.64,6.17,COc1cccc(CNc2ccc3c(c2)C24CCCCC2C(C3)N(CC2CCC2)CC4)c1
Clc1cccc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)c1,5.44,382.88,4.93,Clc1cccc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)c1
Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,7.48,337.34,1.72,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
NC1CCc2cc(O)ccc2C1,5.08,163.22,1.21,NC1CCc2cc(O)ccc2C1
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,4.96,318.87,4.89,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
COc1cccc2c1C(c1ccccc1)=NCC(CCNC(=O)c1cccs1)N2C,8.42,419.55,4.23,COc1cccc2c1C(c1ccccc1)=NCC(CCNC(=O)c1cccs1)N2C
CCCCCCCCN1CCC2(C)c3cc(O)ccc3CC1C2C,5.64,329.53,5.28,CCCCCCCCN1CCC2(C)c3cc(O)ccc3CC1C2C
N#CCn1c(=O)c(=O)n(C2CCN(C3CCCCCCC3)CC2)c2ccccc21,5.37,394.52,3.44,N#CCn1c(=O)c(=O)n(C2CCN(C3CCCCCCC3)CC2)c2ccccc21
O=c1c(-c2ccccc2)cccn1C(CN1CCCC1)c1ccccc1,7.25,344.46,4.2,O=c1c(-c2ccccc2)cccn1C(CN1CCCC1)c1ccccc1
CCOC(C)OC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,8.17,462.54,3.84,CCOC(C)OC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O
O[C@H]1C[C@@]2(n3cnc4c(NC5CCCCC5)nc(Cl)nc43)C[C@H]2[C@H]1O,5.57,363.85,2.06,O[C@H]1C[C@@]2(n3cnc4c(NC5CCCCC5)nc(Cl)nc43)C[C@H]2[C@H]1O
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)c(Br)c2n(CCC)c1=O,7.37,539.43,4.76,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccccc4)cc3)c(Br)c2n(CCC)c1=O
CC(=O)NCc1cccc(CC(=O)N(C)C(CN2CCCC2)c2ccccc2)c1,7.64,393.53,3.16,CC(=O)NCc1cccc(CC(=O)N(C)C(CN2CCCC2)c2ccccc2)c1
CC(C)(C)C1CCC(N2CCC3(CC2)C(=O)N(Cc2ccccc2)Cc2cccc(F)c23)CC1,6.72,462.65,6.31,CC(C)(C)C1CCC(N2CCC3(CC2)C(=O)N(Cc2ccccc2)Cc2cccc(F)c23)CC1
CC(C)Nc1nc(NCc2ccccc2)n2nc(-c3ccco3)nc2n1,6.41,349.4,3.21,CC(C)Nc1nc(NCc2ccccc2)n2nc(-c3ccco3)nc2n1
O=C(CCCCCCCCC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,9.64,775.13,10.65,O=C(CCCCCCCCC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3
COC(=O)C1CC(NC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.47,431.49,2.57,COC(=O)C1CC(NC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@H](Cc5ccccc5)C(=O)OC)cc4)nc32)[C@H](O)[C@@H]1O,7.07,660.73,0.65,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@H](Cc5ccccc5)C(=O)OC)cc4)nc32)[C@H](O)[C@@H]1O
COc1ccc(-n2c(C(=O)c3sc(Nc4ccccc4)nc3C)cnc2N)cc1,4.87,405.48,4.20,COc1ccc(-n2c(C(=O)c3sc(Nc4ccccc4)nc3C)cnc2N)cc1
O=C(CCc1ccccc1)Nc1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,5.25,482.54,1.36,O=C(CCc1ccccc1)Nc1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
CC1CN2CCN(Cc3cccs3)CC2CC1(C)c1cccc(O)c1,7.43,356.54,3.94,CC1CN2CCN(Cc3cccs3)CC2CC1(C)c1cccc(O)c1
Cc1cccnc1CNC(=O)c1nc(N)nc(-c2ccco2)n1,7.73,310.32,1.35,Cc1cccnc1CNC(=O)c1nc(N)nc(-c2ccco2)n1
Oc1ccc2c(c1)C1(CCc3ccccc3)CCN(CC3CC3)CC1O2,7.8,349.47,4.14,Oc1ccc2c(c1)C1(CCc3ccccc3)CCN(CC3CC3)CC1O2
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(C(=O)c3cccc(O)c3)CC12C,6.96,486.52,2.62,COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(C(=O)c3cccc(O)c3)CC12C
O=C1NCN(c2ccccc2)C12CCN(C1CCc3c(Cl)ccc(Cl)c3C1)CC2,7.36,430.38,4.28,O=C1NCN(c2ccccc2)C12CCN(C1CCc3c(Cl)ccc(Cl)c3C1)CC2
COC12CCC3(CC1CNC(=O)C(N)Cc1ccccc1)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,10.22,543.71,3.3,COC12CCC3(CC1CNC(=O)C(N)Cc1ccccc1)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
Oc1ccc(CN2CCc3ccccc3C2)c2cccnc12,4.85,290.37,3.5,Oc1ccc(CN2CCc3ccccc3C2)c2cccnc12
Cc1sccc1NC(=O)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.39,394.42,3.28,Cc1sccc1NC(=O)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12
Cn1ncc2nc(NC3CCCCC3)n3nc(-c4ccco4)nc3c21,6.92,337.39,3.02,Cn1ncc2nc(NC3CCCCC3)n3nc(-c4ccco4)nc3c21
CN1CCC23CC(=O)CCC2C1Cc1ccc(C(=O)NCCc2nc4ccccc4[nH]2)c(O)c13,6.4,458.56,3.11,CN1CCC23CC(=O)CCC2C1Cc1ccc(C(=O)NCCc2nc4ccccc4[nH]2)c(O)c13
NCCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,7.34,323.31,-2.90,NCCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
Oc1cccc(C23CCCC(C2)N(CCc2ccccc2)CC3O)c1,6.22,337.46,3.49,Oc1cccc(C23CCCC(C2)N(CCc2ccccc2)CC3O)c1
COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCCc4ccccn4)nc32)c1,7.11,488.5,3.97,COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCCc4ccccn4)nc32)c1
O=C(OCc1ccc2c(c1)OCO2)N1CCC2(CC1)C(=O)NCN2c1ccccc1,5.65,409.44,2.48,O=C(OCc1ccc2c(c1)OCO2)N1CCC2(CC1)C(=O)NCN2c1ccccc1
OC1(c2ccccc2F)CCN(C(c2ccccc2)c2ccccc2)CC1,5.76,361.46,4.9,OC1(c2ccccc2F)CCN(C(c2ccccc2)c2ccccc2)CC1
Nc1nc(-c2ccco2)c2ncn(Cc3ccc(C(F)(F)F)cc3F)c2n1,8.55,377.3,3.87,Nc1nc(-c2ccco2)c2ncn(Cc3ccc(C(F)(F)F)cc3F)c2n1
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3cc(Br)oc3Br)CC12C,7.4,590.26,4.53,COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3cc(Br)oc3Br)CC12C
NC(=O)C1CC(=O)NCCCCC(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccc(F)cc2F)C(=O)N1,8.31,735.79,0.14,NC(=O)C1CC(=O)NCCCCC(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccc(F)cc2F)C(=O)N1
Nc1nc(-c2ccco2)c2nnn(Cc3ccc(N)c(F)c3)c2n1,9.15,325.31,1.83,Nc1nc(-c2ccco2)c2nnn(Cc3ccc(N)c(F)c3)c2n1
O=C(c1ccccn1)N(Cc1ccco1)C1(C(=O)Nc2ccc(Br)cc2)CCCCC1,7.01,482.38,5.42,O=C(c1ccccn1)N(Cc1ccco1)C1(C(=O)Nc2ccc(Br)cc2)CCCCC1
CC1C2CCC(c3ccccc3)CN2CCC1(C)c1cccc(O)c1,7.19,335.49,4.94,CC1C2CCC(c3ccccc3)CN2CCC1(C)c1cccc(O)c1
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,8.21,571.68,3.18,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O
Cl.Oc1ccc(CCN(CCc2cccc(O)c2)CC2CCCCC2)cc1,8.73,389.97,4.77,Cl.Oc1ccc(CCN(CCc2cccc(O)c2)CC2CCCCC2)cc1
[H]C([H])([H])Oc1cc(I)c(OC)cc1CCNCc1ccccc1OC([H])([H])[H],6.54,439.33,3.65,COc1cc(CCNCc2ccccc2OC)c(OC)cc1I
O=C(c1ccccc1)c1sc(NCCCc2ccccc2)nc1-c1ccco1,6.98,388.49,5.68,O=C(c1ccccc1)c1sc(NCCCc2ccccc2)nc1-c1ccco1
CC(=O)NC(CCCN=C(N)N)C(=O)NC(CC1CCCCC1)C(=O)NC1SC2CCCC(C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc3ccc(Cl)cc3)C(N)=O)N2C1=O,5.96,904.54,-0.7,CC(=O)NC(CCCN=C(N)N)C(=O)NC(CC1CCCCC1)C(=O)NC1SC2CCCC(C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc3ccc(Cl)cc3)C(N)=O)N2C1=O
CN(C)c1ccc(Nc2nc(NC3CCCCC3)c3[nH]cnc3n2)cc1,5.21,351.46,3.91,CN(C)c1ccc(Nc2nc(NC3CCCCC3)c3[nH]cnc3n2)cc1
CCCn1cnc2c(NCCc3ccccc3)ncnc21,4.92,281.36,2.89,CCCn1cnc2c(NCCc3ccccc3)ncnc21
CC(=O)Nc1cc(-c2cccc(N3CCC(O)CC3)n2)nc(-n2nc(C)cc2C)n1,7.66,407.48,2.26,CC(=O)Nc1cc(-c2cccc(N3CCC(O)CC3)n2)nc(-n2nc(C)cc2C)n1
O=[N+]([O-])c1cccc(CNc2ccc3c(c2)C24CCCCC2C(C3)N(CC2CCC2)CC4)c1,8.96,445.61,6.07,O=[N+]([O-])c1cccc(CNc2ccc3c(c2)C24CCCCC2C(C3)N(CC2CCC2)CC4)c1
OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@H](C4CCC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.57,419.91,1.75,OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@H](C4CCC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O
C[C@H](O)CCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,7.72,288.32,-0.16,C[C@H](O)CCc1nc(N)c2nc(-n3nccn3)n(C)c2n1
COc1cccc(-n2c(=O)n(-c3ccccc3OC)c3cnc(NC4CC4)nc32)c1,5.29,403.44,3.16,COc1cccc(-n2c(=O)n(-c3ccccc3OC)c3cnc(NC4CC4)nc32)c1
Nc1nc2c(cnn2CCN2CCN(c3cnccn3)CC2)c2nn(Cc3cccc(Cl)c3)c(=O)n12,7.89,505.97,1.14,Nc1nc2c(cnn2CCN2CCN(c3cnccn3)CC2)c2nn(Cc3cccc(Cl)c3)c(=O)n12
COC(=O)C1CC(O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.96,390.43,2.43,COC(=O)C1CC(O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
CCCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,7.04,446.47,4.19,CCCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(N)=O,9.36,1444.76,,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(N)=O
Cc1c(CSc2nnc(-c3ccccn3)n2Cc2cccs2)cccc1[N+](=O)[O-],5.38,423.52,4.96,Cc1c(CSc2nnc(-c3ccccn3)n2Cc2cccs2)cccc1[N+](=O)[O-]
CN(C)CCOc1ccc2c(c1)-c1nc(N)nc(-c3ccccc3)c1C2=O,7.76,360.42,2.88,CN(C)CCOc1ccc2c(c1)-c1nc(N)nc(-c3ccccc3)c1C2=O
CC(=O)N1CCC(Nc2nc3ccccc3n(C3CCN(C4CCCCCCC4)CC3)c2=O)CC1,6.01,479.67,4.57,CC(=O)N1CCC(Nc2nc3ccccc3n(C3CCN(C4CCCCCCC4)CC3)c2=O)CC1
CS(=O)(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCCC3)CCCC21,8.82,474.45,3.03,CS(=O)(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCCC3)CCCC21
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,8.04,327.38,1.3,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C12CCC1C3C(CN1c1ccccc1)C2,8.61,426.6,4.98,Oc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C12CCC1C3C(CN1c1ccccc1)C2
O=c1[nH]c2ccccc2n1C1CCN(C2(CO)CCCCCCC2)CC1,6.71,357.5,3.44,O=c1[nH]c2ccccc2n1C1CCN(C2(CO)CCCCCCC2)CC1
